# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 4.09903e+02 1.24653e-02 6.11628e-04
7.5 3.34544e+02 1.60657e-02 8.19527e-04
15 2.52404e+02 1.59349e-02 6.05522e-04
25 1.75985e+02 1.67049e-02 6.29045e-04
35 1.16843e+02 1.71550e-02 6.13776e-04
45 7.43191e+01 1.60373e-02 5.99296e-04
55 4.50072e+01 1.22758e-02 6.86452e-04
65 2.64366e+01 8.89203e-03 3.82708e-04
75 1.30039e+01 4.62185e-03 2.38261e-04
85 5.36265e+00 3.27868e-03 1.79605e-04
95 2.02276e+00 2.32328e-03 2.67767e-04
