# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 8.69946e+02 1.73073e-02 8.30469e-04
7.5 7.12575e+02 2.24237e-02 1.12286e-03
15 5.37894e+02 2.22073e-02 8.36395e-04
25 3.72955e+02 2.31080e-02 8.76765e-04
35 2.44998e+02 2.37861e-02 8.44644e-04
45 1.53328e+02 2.25393e-02 8.36664e-04
55 9.10394e+01 1.71523e-02 9.90688e-04
65 5.28004e+01 1.22486e-02 5.55954e-04
75 2.54149e+01 6.78827e-03 3.29519e-04
85 1.03690e+01 5.43148e-03 2.92323e-04
95 4.03000e+00 4.66939e-03 4.08441e-04
