# cen dN/dy dN/dy_err(Lambda, Lambdabar, Xi^-, Xibar^+, Omega, Omegabar, phi)
2.5 8.35467e+00 5.61458e-02 3.27364e+00 2.18746e-02 1.52812e+00 1.08321e-02 7.63671e-01 6.22803e-03 2.07526e-01 2.17146e-03 1.39845e-01 1.87191e-03 0.00000e+00 0.00000e+00
7.5 6.96447e+00 4.68840e-02 2.70930e+00 2.20948e-02 1.25918e+00 8.69384e-03 6.27421e-01 5.51150e-03 1.72685e-01 1.66686e-03 1.14236e-01 1.58051e-03 0.00000e+00 0.00000e+00
15 5.27007e+00 3.98241e-02 2.16813e+00 1.60446e-02 9.48686e-01 7.38369e-03 5.00231e-01 3.87435e-03 1.33400e-01 1.13420e-03 9.37207e-02 9.21890e-04 0.00000e+00 0.00000e+00
25 3.73587e+00 2.91186e-02 1.61756e+00 1.26463e-02 6.68691e-01 5.21100e-03 3.69912e-01 3.07667e-03 9.61337e-02 9.13070e-04 6.98733e-02 7.13200e-04 0.00000e+00 0.00000e+00
35 2.51446e+00 2.60526e-02 1.15795e+00 1.09499e-02 4.46198e-01 4.47055e-03 2.61858e-01 2.48227e-03 6.62680e-02 7.12884e-04 4.92489e-02 4.86458e-04 0.00000e+00 0.00000e+00
45 1.61376e+00 1.76529e-02 8.05975e-01 7.70690e-03 2.85465e-01 2.97326e-03 1.80552e-01 1.75856e-03 4.43834e-02 4.96879e-04 3.52176e-02 4.11688e-04 0.00000e+00 0.00000e+00
55 9.94435e-01 1.10745e-02 5.38001e-01 5.66818e-03 1.76738e-01 1.89582e-03 1.20107e-01 1.27206e-03 2.89416e-02 3.20233e-04 2.35291e-02 2.91512e-04 0.00000e+00 0.00000e+00
65 6.00285e-01 7.90513e-03 3.44995e-01 4.37341e-03 1.06721e-01 1.31402e-03 7.61754e-02 9.40890e-04 1.80610e-02 2.18585e-04 1.54768e-02 2.06847e-04 0.00000e+00 0.00000e+00
75 3.06160e-01 5.42954e-03 1.94662e-01 3.44809e-03 5.51084e-02 9.18011e-04 4.26865e-02 7.39677e-04 9.86598e-03 1.62476e-04 8.82690e-03 1.48476e-04 0.00000e+00 0.00000e+00
85 1.34867e-01 2.67732e-03 8.87520e-02 1.72424e-03 2.42342e-02 4.20201e-04 1.93493e-02 3.66730e-04 4.55058e-03 7.85036e-05 4.19432e-03 7.83861e-05 0.00000e+00 0.00000e+00
95 5.29378e-02 1.39608e-03 3.59251e-02 1.04878e-03 9.42672e-03 2.37975e-04 7.75915e-03 2.20648e-04 1.82615e-03 4.77457e-05 1.68156e-03 4.74261e-05 0.00000e+00 0.00000e+00
