# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 5.82293e+02 7.03324e-04 3.45703e-04
7.5 4.74816e+02 1.04046e-03 2.74781e-04
15 3.58029e+02 1.03357e-03 2.42723e-04
25 2.49084e+02 1.20964e-03 1.88184e-04
35 1.64871e+02 1.23910e-03 1.57094e-04
45 1.04500e+02 1.16897e-03 1.78380e-04
55 6.30579e+01 1.01847e-03 2.09060e-04
65 3.69447e+01 6.97097e-04 2.05206e-04
75 1.81175e+01 8.95864e-04 1.96727e-04
85 7.45713e+00 6.88337e-04 1.87575e-04
95 2.80884e+00 0.00000e+00 0.00000e+00
