# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 8.69946e+02 3.66549e-02 1.60140e-03
7.5 7.12575e+02 4.82071e-02 2.01493e-03
15 5.37894e+02 7.05629e-02 1.77401e-03
25 3.72955e+02 8.61610e-02 1.74570e-03
35 2.44998e+02 9.69481e-02 2.08140e-03
45 1.53328e+02 9.56577e-02 2.41703e-03
55 9.10394e+01 8.73633e-02 2.19706e-03
65 5.28004e+01 7.36764e-02 1.99172e-03
75 2.54149e+01 5.37418e-02 1.54740e-03
85 1.03690e+01 2.57754e-02 9.58168e-04
95 4.03000e+00 1.07544e-02 7.71014e-04
