# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 8.13308e+02 1.44295e-02 9.94637e-04
7.5 6.55973e+02 1.62825e-02 1.42115e-03
15 4.99696e+02 1.83557e-02 8.50771e-04
25 3.49203e+02 1.64263e-02 8.24827e-04
35 2.39352e+02 1.64434e-02 7.34202e-04
45 1.50239e+02 1.16237e-02 6.19192e-04
55 8.75101e+01 8.19408e-03 4.99831e-04
65 4.51517e+01 7.12141e-03 3.91848e-04
75 2.11100e+01 1.10969e-02 5.17509e-04
85 9.44394e+00 1.36375e-02 8.60942e-04
95 3.32564e+00 1.79018e-02 1.14222e-03
