# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 8.13308e+02 2.33594e-03 5.70575e-04
7.5 6.55973e+02 3.32522e-03 5.11518e-04
15 4.99696e+02 3.33309e-03 3.29086e-04
25 3.49203e+02 2.50042e-03 3.20303e-04
35 2.39352e+02 4.95529e-03 3.68131e-04
45 1.50239e+02 6.09091e-03 3.58612e-04
55 8.75101e+01 5.86937e-03 4.00087e-04
65 4.51517e+01 6.47957e-03 5.33698e-04
75 2.11100e+01 5.78821e-03 4.27806e-04
85 9.44394e+00 4.51857e-03 5.51034e-04
95 3.32564e+00 5.20284e-03 5.83815e-04
