# cen dN/deta(ch)  dN/deta(ch)_err  dN/dy dN/dy_err(pi^+, pi^-, K^+, K^-, p, pbar)
2.5 3.51031e+02 2.64575e+00 1.56928e+02 1.19745e+00 1.69504e+02 1.29528e+00 3.12339e+01 2.40924e-01 2.35668e+01 1.79282e-01 3.13350e+01 3.06026e-01 4.59172e+00 4.53262e-02
7.5 2.82451e+02 2.72754e+00 1.26277e+02 1.20921e+00 1.36456e+02 1.33376e+00 2.51613e+01 2.46047e-01 1.90823e+01 1.81845e-01 2.54214e+01 3.02426e-01 3.83747e+00 4.56823e-02
15 2.14072e+02 2.14200e+00 9.56408e+01 9.55667e-01 1.03461e+02 1.04085e+00 1.91667e+01 1.91970e-01 1.45029e+01 1.41396e-01 1.96141e+01 2.10747e-01 3.00038e+00 2.91075e-02
25 1.49880e+02 1.64933e+00 6.70750e+01 7.32342e-01 7.24538e+01 7.96259e-01 1.34568e+01 1.47783e-01 1.02727e+01 1.11967e-01 1.38611e+01 1.71619e-01 2.24890e+00 2.55803e-02
35 1.03021e+02 1.22457e+00 4.61650e+01 5.38397e-01 4.98708e+01 5.89896e-01 9.29359e+00 1.11027e-01 7.10246e+00 8.30358e-02 9.67664e+00 1.25477e-01 1.64894e+00 2.06348e-02
45 6.49987e+01 9.59617e-01 2.92587e+01 4.26442e-01 3.14628e+01 4.63525e-01 5.88060e+00 8.55972e-02 4.57538e+00 6.48865e-02 6.08953e+00 1.05523e-01 1.14076e+00 1.58445e-02
55 3.80668e+01 7.16675e-01 1.71756e+01 3.22017e-01 1.84647e+01 3.47341e-01 3.45856e+00 6.45543e-02 2.69416e+00 5.04170e-02 3.72444e+00 7.81999e-02 7.23321e-01 1.42543e-02
65 1.97249e+01 3.94038e-01 8.90657e+00 1.79129e-01 9.55685e+00 1.92156e-01 1.79353e+00 3.60194e-02 1.40882e+00 2.86908e-02 1.98037e+00 4.76507e-02 4.16467e-01 9.59362e-03
75 9.15789e+00 1.65620e-01 4.13097e+00 7.49113e-02 4.42443e+00 8.03710e-02 8.31540e-01 1.52936e-02 6.53717e-01 1.23799e-02 9.76431e-01 2.57619e-02 2.09786e-01 4.91997e-03
85 4.10682e+00 1.13695e-01 1.85688e+00 5.18257e-02 1.98202e+00 5.49509e-02 3.72540e-01 1.03632e-02 2.96607e-01 8.82662e-03 4.42144e-01 1.79324e-02 1.06889e-01 3.86098e-03
95 1.38806e+00 5.73590e-02 6.24349e-01 2.61560e-02 6.70328e-01 2.77460e-02 1.25609e-01 5.28427e-03 9.62630e-02 4.60505e-03 1.79293e-01 1.15052e-02 3.57002e-02 2.15488e-03
