# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 5.05812e+02 2.37591e-03 3.61495e-04
7.5 4.06804e+02 2.50145e-03 2.70558e-04
15 3.08290e+02 2.50501e-03 3.05751e-04
25 2.15674e+02 2.46146e-03 2.86980e-04
35 1.47998e+02 2.82563e-03 3.12183e-04
45 9.32158e+01 3.03019e-03 2.37928e-04
55 5.44925e+01 3.93067e-03 2.66914e-04
65 2.82129e+01 4.12253e-03 3.01366e-04
75 1.31055e+01 5.41390e-03 3.37096e-04
85 5.87640e+00 4.93751e-03 3.04946e-04
95 1.98632e+00 4.62053e-03 5.14528e-04
