# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 3.51031e+02 1.08712e-02 7.42458e-04
7.5 2.82451e+02 1.23601e-02 1.02674e-03
15 2.14072e+02 1.39919e-02 6.48994e-04
25 1.49880e+02 1.24026e-02 6.32682e-04
35 1.03021e+02 1.26434e-02 5.58214e-04
45 6.49987e+01 9.22524e-03 4.79927e-04
55 3.80668e+01 6.65666e-03 3.86963e-04
65 1.97249e+01 4.33337e-03 2.94940e-04
75 9.15789e+00 6.18099e-03 3.59661e-04
85 4.10682e+00 8.24300e-03 5.53407e-04
95 1.38806e+00 1.07561e-02 7.14192e-04
