# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 3.51031e+02 2.27680e-02 1.52616e-03
7.5 2.82451e+02 2.98063e-02 1.70981e-03
15 2.14072e+02 4.11046e-02 1.27735e-03
25 1.49880e+02 4.93500e-02 1.36921e-03
35 1.03021e+02 5.16560e-02 1.81815e-03
45 6.49987e+01 5.30370e-02 1.72404e-03
55 3.80668e+01 4.94699e-02 2.08898e-03
65 1.97249e+01 4.12607e-02 1.43172e-03
75 9.15789e+00 2.69924e-02 1.08330e-03
85 4.10682e+00 1.40254e-02 8.53356e-04
95 1.38806e+00 6.27142e-03 4.86664e-04
