# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 3.51031e+02 2.71766e-02 1.81003e-03
7.5 2.82451e+02 3.57554e-02 2.05989e-03
15 2.14072e+02 4.91086e-02 1.52437e-03
25 1.49880e+02 5.87444e-02 1.62130e-03
35 1.03021e+02 6.15420e-02 2.15593e-03
45 6.49987e+01 6.29556e-02 2.06642e-03
55 3.80668e+01 5.81789e-02 2.48100e-03
65 1.97249e+01 4.78377e-02 1.66476e-03
75 9.15789e+00 3.06588e-02 1.24255e-03
85 4.10682e+00 1.57933e-02 9.32640e-04
95 1.38806e+00 9.23726e-03 6.81172e-04
