# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 3.51031e+02 2.36369e-03 3.76470e-04
7.5 2.82451e+02 2.47851e-03 2.81784e-04
15 2.14072e+02 2.50815e-03 3.05273e-04
25 1.49880e+02 2.46343e-03 2.89360e-04
35 1.03021e+02 2.82832e-03 3.19381e-04
45 6.49987e+01 3.02477e-03 2.44812e-04
55 3.80668e+01 3.91664e-03 2.66859e-04
65 1.97249e+01 4.11776e-03 3.03406e-04
75 9.15789e+00 5.45855e-03 3.42378e-04
85 4.10682e+00 4.99683e-03 3.07836e-04
95 1.38806e+00 4.67788e-03 5.20757e-04
