# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 3.51031e+02 8.64826e-03 6.03517e-04
7.5 2.82451e+02 9.93872e-03 8.20624e-04
15 2.14072e+02 1.13971e-02 5.36231e-04
25 1.49880e+02 1.00886e-02 5.28446e-04
35 1.03021e+02 1.03604e-02 4.63939e-04
45 6.49987e+01 7.72412e-03 3.96994e-04
55 3.80668e+01 5.55580e-03 3.25179e-04
65 1.97249e+01 3.26598e-03 2.57404e-04
75 9.15789e+00 4.49985e-03 2.82883e-04
85 4.10682e+00 6.10699e-03 4.17483e-04
95 1.38806e+00 7.97166e-03 5.40563e-04
