# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 3.51031e+02 2.18253e-03 3.59290e-04
7.5 2.82451e+02 2.40347e-03 2.84726e-04
15 2.14072e+02 2.30688e-03 2.97316e-04
25 1.49880e+02 2.23726e-03 2.79609e-04
35 1.03021e+02 2.68541e-03 3.13617e-04
45 6.49987e+01 2.78618e-03 2.42374e-04
55 3.80668e+01 3.66419e-03 2.62219e-04
65 1.97249e+01 3.79474e-03 2.85708e-04
75 9.15789e+00 5.06388e-03 3.17782e-04
85 4.10682e+00 4.60830e-03 2.85654e-04
95 1.38806e+00 4.32535e-03 4.83002e-04
