# cen dN/dy dN/dy_err(Lambda, Lambdabar, Xi^-, Xibar^+, Omega, Omegabar, phi)
2.5 7.19410e+00 6.90687e-02 1.34091e+00 1.42997e-02 1.20616e+00 1.27981e-02 3.05173e-01 4.10264e-03 1.36248e-01 2.73158e-03 5.24796e-02 1.68119e-03 0.00000e+00 0.00000e+00
7.5 5.79621e+00 6.82863e-02 1.10223e+00 1.43190e-02 9.72232e-01 1.20487e-02 2.48822e-01 4.19546e-03 1.08716e-01 2.02458e-03 4.19610e-02 1.33308e-03 0.00000e+00 0.00000e+00
15 4.43362e+00 4.72565e-02 8.67109e-01 8.61732e-03 7.31694e-01 8.15470e-03 1.94577e-01 2.24184e-03 8.41217e-02 1.20823e-03 3.22254e-02 7.13748e-04 0.00000e+00 0.00000e+00
25 3.11043e+00 3.81467e-02 6.42074e-01 7.42870e-03 5.06560e-01 6.19503e-03 1.43186e-01 1.80527e-03 5.82738e-02 1.04664e-03 2.35052e-02 5.54460e-04 0.00000e+00 0.00000e+00
35 2.14584e+00 2.79864e-02 4.67405e-01 6.09755e-03 3.49990e-01 4.71482e-03 1.04052e-01 1.60217e-03 4.04860e-02 6.28979e-04 1.74506e-02 3.53591e-04 0.00000e+00 0.00000e+00
45 1.33891e+00 2.23685e-02 3.19864e-01 4.30963e-03 2.15391e-01 3.56473e-03 7.03281e-02 1.00304e-03 2.55235e-02 5.06710e-04 1.19028e-02 2.88854e-04 0.00000e+00 0.00000e+00
55 7.96297e-01 1.63368e-02 2.00426e-01 3.90905e-03 1.26332e-01 2.54450e-03 4.45870e-02 9.09965e-04 1.52166e-02 3.66888e-04 7.40039e-03 1.82979e-04 0.00000e+00 0.00000e+00
65 4.16043e-01 9.42994e-03 1.15110e-01 2.60268e-03 6.51728e-02 1.39748e-03 2.50875e-02 5.95184e-04 8.04828e-03 1.82813e-04 4.21171e-03 1.14826e-04 0.00000e+00 0.00000e+00
75 1.98475e-01 4.38721e-03 5.75842e-02 1.31397e-03 3.09376e-02 5.99508e-04 1.25255e-02 2.86423e-04 3.99361e-03 7.88179e-05 2.22499e-03 6.00019e-05 0.00000e+00 0.00000e+00
85 8.90860e-02 2.97299e-03 2.91666e-02 1.03426e-03 1.39383e-02 4.10229e-04 6.35216e-03 2.19722e-04 1.85891e-03 5.74239e-05 1.13434e-03 3.89510e-05 0.00000e+00 0.00000e+00
95 3.30649e-02 1.59186e-03 9.77620e-03 5.81689e-04 4.88322e-03 2.16442e-04 2.10622e-03 1.24955e-04 6.40202e-04 3.04523e-05 3.85428e-04 2.29939e-05 0.00000e+00 0.00000e+00
