# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 5.05812e+02 1.50543e-03 3.17707e-04
7.5 4.06804e+02 2.10691e-03 3.90954e-04
15 3.08290e+02 1.93577e-03 2.28843e-04
25 2.15674e+02 1.66310e-03 2.07877e-04
35 1.47998e+02 2.46590e-03 2.39074e-04
45 9.32158e+01 2.78285e-03 2.02308e-04
55 5.44925e+01 2.56211e-03 2.42676e-04
65 2.82129e+01 3.09475e-03 3.14429e-04
75 1.31055e+01 2.86524e-03 2.38982e-04
85 5.87640e+00 1.82629e-03 3.26645e-04
95 1.98632e+00 2.40939e-03 3.26542e-04
