# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 3.51031e+02 1.41154e-03 3.25380e-04
7.5 2.82451e+02 2.09777e-03 4.05906e-04
15 2.14072e+02 1.84704e-03 2.38382e-04
25 1.49880e+02 1.51338e-03 2.22168e-04
35 1.03021e+02 2.36070e-03 2.44071e-04
45 6.49987e+01 2.70249e-03 2.03378e-04
55 3.80668e+01 2.52617e-03 2.45755e-04
65 1.97249e+01 3.05126e-03 3.17077e-04
75 9.15789e+00 2.84465e-03 2.38294e-04
85 4.10682e+00 1.84437e-03 3.26094e-04
95 1.38806e+00 2.41799e-03 3.32618e-04
