# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 5.05812e+02 2.39054e-02 1.59680e-03
7.5 4.06804e+02 3.13229e-02 1.79300e-03
15 3.08290e+02 4.31188e-02 1.33441e-03
25 2.15674e+02 5.17297e-02 1.43252e-03
35 1.47998e+02 5.41028e-02 1.89948e-03
45 9.32158e+01 5.54959e-02 1.81020e-03
55 5.44925e+01 5.15880e-02 2.18332e-03
65 2.82129e+01 4.28797e-02 1.48839e-03
75 1.31055e+01 2.79101e-02 1.11850e-03
85 5.87640e+00 1.44901e-02 8.79986e-04
95 1.98632e+00 6.81549e-03 5.30846e-04
