# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 8.13308e+02 3.38009e-02 2.22759e-03
7.5 6.55973e+02 4.52552e-02 2.59969e-03
15 4.99696e+02 6.12317e-02 1.88876e-03
25 3.49203e+02 7.31280e-02 2.02308e-03
35 2.39352e+02 7.65375e-02 2.66695e-03
45 1.50239e+02 7.77509e-02 2.59713e-03
55 8.75101e+01 7.04140e-02 3.03809e-03
65 4.51517e+01 5.64082e-02 1.98906e-03
75 2.11100e+01 3.39638e-02 1.43303e-03
85 9.44394e+00 1.87248e-02 1.01137e-03
95 3.32564e+00 1.95737e-02 1.17651e-03
