# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 3.51031e+02 2.39688e-02 1.60152e-03
7.5 2.82451e+02 3.14198e-02 1.80498e-03
15 2.14072e+02 4.33396e-02 1.34440e-03
25 1.49880e+02 5.20350e-02 1.44022e-03
35 1.03021e+02 5.45044e-02 1.91603e-03
45 6.49987e+01 5.59250e-02 1.81657e-03
55 3.80668e+01 5.20544e-02 2.20166e-03
65 1.97249e+01 4.32959e-02 1.50327e-03
75 9.15789e+00 2.81794e-02 1.13052e-03
85 4.10682e+00 1.46011e-02 8.84427e-04
95 1.38806e+00 6.95763e-03 5.40105e-04
