# type  value  stat. err
v4_L  6.7879851353e-03  1.5785732048e-03
v4(Psi2)  7.9674464755e-03  1.0568613355e-03
rho_422  7.6120073126e-01  1.1097353754e-01
chi_422  1.3180570327e+00  1.1727243200e-01
v5_L  3.6202418176e-03  5.6052866598e-04
v5(Psi23)  2.5543801976e-03  4.2008281626e-04
rho_523  5.7651980032e-01  1.0746053223e-01
chi_523  2.4552826322e+00  3.5046836829e-01
v6_L  8.2761321051e-06  4.4262866983e-06
v6(Psi2)  1.4375845220e-03  5.3860752070e-04
v6(Psi3)  8.2318008092e-04  3.0839239401e-04
rho_6222  4.2840560755e-01  1.6602685545e-01
rho_633  2.4531076767e-01  9.5063010505e-02
chi_6222  2.7473145494e+00  9.6514932726e-01
chi_633  1.4354693277e+00  5.0181248093e-01
