# type  value  stat. err
v4_L  1.2157947103e-02  3.0349122982e-03
v4(Psi2)  1.4316606009e-02  2.1036378073e-03
rho_422  7.6223265487e-01  1.2110153574e-01
chi_422  1.0640343245e+00  1.1195342063e-01
v5_L  6.8693366540e-03  1.0373064481e-03
v5(Psi23)  5.0179940914e-03  8.1430788430e-04
rho_523  5.8987054190e-01  1.0689663717e-01
chi_523  1.9339404031e+00  2.7110673961e-01
v6_L  1.6897936097e-05  2.3745403510e-05
v6(Psi2)  2.8160890732e-03  1.0918057274e-03
v6(Psi3)  1.3274529337e-03  5.7171774374e-04
rho_6222  4.4423792094e-01  1.7735253334e-01
rho_633  2.0940563884e-01  9.2367122798e-02
chi_6222  1.7322925296e+00  6.2854056286e-01
chi_633  8.0155234219e-01  3.2617779357e-01
