# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -8.3609151421e-03  7.8238407832e-03  -7.9400407014e-03  7.0359762201e-03
SC_42  -8.3933754934e-03  7.8543333262e-03  -7.9708595177e-03  7.0635189135e-03
