# type  value  stat. err
v4_L  9.0719022688e-03  6.6059965353e-03
v4(Psi2)  1.7655632595e-02  2.4634203828e-03
rho_422  8.8945447280e-01  1.5512313046e-01
chi_422  1.2462632297e+00  1.1481806894e-01
v5_L  6.1640717792e-03  1.2488255018e-03
v5(Psi23)  5.5860932606e-03  9.0882782729e-04
rho_523  6.7151303628e-01  1.2283679366e-01
chi_523  2.3954651174e+00  3.4881776376e-01
v6_L  1.8127983096e-05  1.3810554518e-05
v6(Psi2)  3.2903358058e-03  1.1112727730e-03
v6(Psi3)  1.0086440137e-03  3.7310773123e-04
rho_6222  6.0197710365e-01  2.1115781471e-01
rho_633  1.8453453927e-01  7.0464320254e-02
chi_6222  1.6846945525e+00  5.0892302210e-01
chi_633  8.7413069634e-01  3.0837347641e-01
