# type  value  stat. err
v4_L  3.7286773492e-03  7.0172452752e-04
v4(Psi2)  3.4801939615e-03  4.3462232499e-04
rho_422  6.8232821538e-01  1.0196508532e-01
chi_422  4.0930189707e-01  4.3132963930e-02
v5_L  3.3764598914e-03  4.8328842451e-04
v5(Psi23)  -2.0949011667e-03  4.0715607740e-04
rho_523  -5.2721159954e-01  1.1250387185e-01
chi_523  -1.7647324938e+00  3.2244332154e-01
v6_L  1.7450807712e-05  1.9343854685e-06
v6(Psi2)  1.3992877245e-04  4.5103055627e-04
v6(Psi3)  -1.8900798385e-04  3.4868676243e-04
rho_6222  5.2355102389e-02  1.6891695287e-01
rho_633  -7.0718353158e-02  1.3084366964e-01
chi_6222  1.4869927672e-01  4.7907916951e-01
chi_633  -5.8862022646e-01  1.0837691507e+00
