# type  value  stat. err
v4_L  1.9306619462e-03  4.2985447419e-04
v4(Psi2)  2.0296822129e-03  2.4038112024e-04
rho_422  7.2456009006e-01  1.0585931363e-01
chi_422  4.8203031110e-01  4.7910726501e-02
v5_L  2.0159873334e-03  2.7724487461e-04
v5(Psi23)  -9.0584557349e-04  2.7283112341e-04
rho_523  -4.0985713586e-01  1.3041417136e-01
chi_523  -1.7102585300e+00  5.0298420480e-01
v6_L  6.6226181129e-06  7.3019225189e-07
v6(Psi2)  1.8863471039e-04  2.6268137214e-04
v6(Psi3)  -1.4692923295e-04  2.0640348527e-04
rho_6222  1.4875228094e-01  2.0991061552e-01
rho_633  -1.1586445831e-01  1.6490105737e-01
chi_6222  5.7893231963e-01  8.0427456083e-01
chi_633  -1.0874954483e+00  1.5224513720e+00
