# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  8.8625750762e-01  2.0821349949e-02  3.4663067362e-01  3.3536006902e-02
3  5.5347771922e-01  2.1242758714e-01  7.2836029165e-01  1.8993000842e-01
