#correlator  value  value_err
4(24)  6.63405e-01  5.95856e-02
6(23)  -1.59021e-01  1.14287e-01
6(26)  4.61822e-02  1.45755e-01
6(36)  -4.80355e-02  1.05401e-01
(235)  -3.55467e-01  6.80796e-02
(246)  1.65816e-01  9.52716e-02
(234)  1.74901e-02  8.89111e-02
