# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  3.1185779785e-10  3.4970577151e-10
2  5.3208535190e-02  2.5029564433e-03  -8.0154002271e-06  1.5081939446e-06
3  3.7703898529e-03  6.8865925701e-03  -2.0209009675e-10  1.4764649949e-09
