# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -6.8134223466e-03  8.6958959692e-03  -6.5303180624e-03  7.9758677287e-03
SC_42  -6.8278817090e-03  8.7150410132e-03  -6.5441654323e-03  7.9934338468e-03
