# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  8.8894816140e-01  2.0257794404e-02  3.4229297861e-01  3.2966955932e-02
3  2.6360076642e-01  1.5485568583e+00  6.3550983234e-01  3.4883429216e+00
