# type  value  stat. err
v4_L  2.2956092145e-03  1.2748932547e-03
v4(Psi2)  1.9852258413e-03  8.6358812274e-04
rho_422  6.5412065819e-01  3.3066722193e-01
chi_422  3.2367335664e+00  3.5689799747e-01
v5_L  2.2645856454e-03  2.6912964009e-03
v5(Psi23)  1.2687385337e-03  4.5787179399e-03
rho_523  4.8877069255e-01  1.7689733974e+00
chi_523  4.4396499993e+00  1.5888692282e+01
v6_L  2.3924001436e-05  4.9026965695e-06
v6(Psi2)  8.0608748085e-05  5.3648279313e-03
v6(Psi3)  -1.0671908681e-04  5.1970676762e-04
rho_6222  2.5664979117e-02  1.7081308012e+00
rho_633  -3.3978236848e-02  1.6593732937e-01
chi_6222  2.1861711140e+00  1.4549435091e+02
chi_633  -7.4618464416e-01  3.6193926285e+00
