# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -3.4211992241e-03  2.1755896727e-03  -3.3509815667e-03  2.0886423821e-03
SC_42  -3.4212213896e-03  2.1755966998e-03  -3.3510031937e-03  2.0886489271e-03
