# type  value  stat. err
v4_L  5.9158531498e-04  1.0102290714e-03
v4(Psi2)  7.7834393658e-04  3.0591057528e-04
rho_422  7.9614055005e-01  5.5352388069e-01
chi_422  5.2636582831e+00  1.2970579956e+00
v5_L  5.4865559875e-04  2.8527050659e-03
v5(Psi23)  7.4516015322e-04  1.9873123243e-03
rho_523  8.0526726399e-01  2.1998428958e+00
chi_523  1.2208801408e+01  3.2066206531e+01
v6_L  6.4312373966e-06  1.5684962160e-06
v6(Psi2)  2.5167757786e-04  6.0429311282e-04
v6(Psi3)  -5.6004665218e-05  2.8743253394e-03
rho_6222  3.0644679567e-01  7.8755413012e-01
rho_633  -6.8192209828e-02  3.5003839554e+00
chi_6222  6.8164230255e+01  1.6083039032e+02
chi_633  -1.8535362505e+00  9.5125047388e+01
