# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 1.28550e+03 1.78437e-02 1.31339e-03
7.5 1.05121e+03 2.19174e-02 1.64993e-03
15 7.74988e+02 2.42342e-02 1.26746e-03
25 5.08305e+02 2.31954e-02 1.17378e-03
35 3.31006e+02 2.58102e-02 1.21260e-03
45 2.00279e+02 2.91492e-02 1.44553e-03
55 1.16277e+02 2.55023e-02 1.22824e-03
65 6.72124e+01 2.25186e-02 1.10873e-03
75 3.64338e+01 2.13845e-02 1.18335e-03
85 1.73373e+01 2.13706e-02 1.30349e-03
95 5.37499e+00 1.14496e-02 1.77322e-03
