# cen dN/deta(ch)  <pT>  <pT>_err (charged, pi^+, K^+, p)
2.5 8.77708e+02 5.88275e-01 3.84229e-04 4.69970e-01 4.11476e-04 4.68824e-01 4.69510e-04 7.40097e-01 1.28932e-03 7.40833e-01 1.27024e-03 1.09080e+00 1.31387e-03 1.10204e+00 1.52825e-03
7.5 7.18143e+02 5.88506e-01 6.45454e-04 4.70053e-01 6.04858e-04 4.68528e-01 6.14772e-04 7.37270e-01 1.40401e-03 7.38181e-01 1.50639e-03 1.08550e+00 1.66871e-03 1.09425e+00 1.86714e-03
15 5.30183e+02 5.83883e-01 2.28419e-04 4.66761e-01 2.75477e-04 4.65067e-01 2.76844e-04 7.24170e-01 8.31242e-04 7.25067e-01 8.81202e-04 1.06278e+00 1.24793e-03 1.06990e+00 1.25939e-03
25 3.48767e+02 5.75009e-01 5.38606e-04 4.59546e-01 4.53625e-04 4.58073e-01 4.93923e-04 7.04499e-01 1.29999e-03 7.05424e-01 1.26960e-03 1.03043e+00 1.70555e-03 1.03733e+00 1.62044e-03
35 2.27930e+02 5.66644e-01 8.84679e-04 4.53142e-01 7.11967e-04 4.51854e-01 7.26407e-04 6.84497e-01 1.52391e-03 6.85193e-01 1.55665e-03 9.94614e-01 2.14095e-03 1.00270e+00 2.25310e-03
45 1.38496e+02 5.59468e-01 7.73259e-04 4.47812e-01 6.62842e-04 4.46603e-01 6.51222e-04 6.64256e-01 1.34591e-03 6.64118e-01 1.43194e-03 9.61874e-01 1.93006e-03 9.67961e-01 2.25079e-03
55 8.08241e+01 5.47728e-01 1.07099e-03 4.39021e-01 9.83837e-04 4.38262e-01 9.82552e-04 6.35905e-01 1.46789e-03 6.36344e-01 1.45672e-03 9.19248e-01 2.21011e-03 9.20670e-01 1.97232e-03
65 4.68553e+01 5.48649e-01 1.05784e-03 4.38525e-01 8.84627e-04 4.37528e-01 8.93215e-04 6.28707e-01 1.65821e-03 6.28095e-01 1.68480e-03 9.05899e-01 2.89044e-03 9.08425e-01 2.43257e-03
75 2.54571e+01 5.56994e-01 1.02141e-03 4.44339e-01 1.08759e-03 4.43650e-01 1.09261e-03 6.26339e-01 1.39736e-03 6.25291e-01 1.34888e-03 8.98433e-01 1.77600e-03 8.99410e-01 1.90615e-03
85 1.21298e+01 5.59358e-01 1.56378e-03 4.42561e-01 1.83861e-03 4.41548e-01 1.77706e-03 6.22293e-01 1.62899e-03 6.20990e-01 1.60281e-03 8.97155e-01 2.34168e-03 8.94529e-01 2.31284e-03
95 3.75757e+00 5.59467e-01 1.22101e-03 4.36782e-01 1.68031e-03 4.36131e-01 1.71906e-03 6.18239e-01 1.11887e-03 6.14411e-01 9.12879e-04 8.81968e-01 2.41960e-03 8.73821e-01 1.71811e-03
