# cen dN/deta(ch)  v5{2} v5{2}_err
2.5 8.77708e+02 2.57058e-03 4.64831e-04
7.5 7.18143e+02 3.15094e-03 5.38823e-04
15 5.30183e+02 3.89511e-03 2.65826e-04
25 3.48767e+02 4.60230e-03 3.94833e-04
35 2.27930e+02 4.42341e-03 2.92695e-04
45 1.38496e+02 4.92071e-03 3.01532e-04
55 8.08241e+01 4.04287e-03 3.02290e-04
65 4.68553e+01 3.37667e-03 3.47484e-04
75 2.54571e+01 3.26556e-03 2.31314e-04
85 1.21298e+01 3.22889e-03 2.60730e-04
95 3.75757e+00 3.16616e-03 5.63650e-04
