# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 2.46481e+03 1.56114e-02 1.04002e-03
7.5 2.02232e+03 1.72410e-02 1.37950e-03
15 1.48844e+03 1.89888e-02 8.80711e-04
25 9.72168e+02 2.31098e-02 1.06366e-03
35 6.29854e+02 2.30635e-02 1.16775e-03
45 3.80325e+02 2.33136e-02 1.23294e-03
55 2.18485e+02 2.37160e-02 1.35550e-03
65 1.26458e+02 2.26102e-02 1.14015e-03
75 6.90071e+01 2.04870e-02 1.10841e-03
85 3.27898e+01 1.93388e-02 1.06739e-03
95 1.08114e+01 1.99148e-02 1.27296e-03
