# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 8.77708e+02 8.50971e-03 6.03340e-04
7.5 7.18143e+02 9.53517e-03 7.88216e-04
15 5.30183e+02 1.02511e-02 4.98570e-04
25 3.48767e+02 1.27961e-02 6.05784e-04
35 2.27930e+02 1.27198e-02 6.49897e-04
45 1.38496e+02 1.26461e-02 6.74973e-04
55 8.08241e+01 1.24137e-02 7.71429e-04
65 4.68553e+01 1.14539e-02 6.58423e-04
75 2.54571e+01 9.96759e-03 5.99476e-04
85 1.21298e+01 9.32938e-03 5.69692e-04
95 3.75757e+00 8.58426e-03 5.80745e-04
