# cen dN/dy dN/dy_err(Lambda, Lambdabar, Xi^-, Xibar^+, Omega, Omegabar, phi)
2.5 1.15503e+01 1.07828e-01 9.71438e+00 1.01331e-01 2.35646e+00 2.88216e-02 2.12396e+00 2.63371e-02 3.76667e-01 7.71021e-03 3.54271e-01 6.98459e-03 0.00000e+00 0.00000e+00
7.5 9.45184e+00 7.20610e-02 8.15112e+00 6.96980e-02 1.98939e+00 2.22452e-02 1.74214e+00 1.91848e-02 3.15612e-01 5.27983e-03 2.95816e-01 5.68752e-03 0.00000e+00 0.00000e+00
15 7.22003e+00 8.47639e-02 6.18856e+00 7.48574e-02 1.49951e+00 1.76372e-02 1.32166e+00 1.65216e-02 2.45485e-01 4.14123e-03 2.25995e-01 3.85351e-03 0.00000e+00 0.00000e+00
25 4.89222e+00 5.78661e-02 4.28899e+00 4.84735e-02 1.01443e+00 1.23287e-02 9.18363e-01 1.03004e-02 1.68853e-01 2.35034e-03 1.61518e-01 2.57589e-03 0.00000e+00 0.00000e+00
35 3.32790e+00 3.73195e-02 2.92509e+00 3.42274e-02 6.83707e-01 7.27111e-03 6.20399e-01 7.63962e-03 1.15197e-01 1.75744e-03 1.10715e-01 1.73410e-03 0.00000e+00 0.00000e+00
45 2.10819e+00 2.82801e-02 1.88126e+00 2.52233e-02 4.34320e-01 5.93403e-03 3.99595e-01 5.73058e-03 7.63397e-02 1.18791e-03 7.25494e-02 1.17109e-03 0.00000e+00 0.00000e+00
55 1.28281e+00 1.78707e-02 1.18680e+00 1.59912e-02 2.64239e-01 3.87688e-03 2.50948e-01 3.53386e-03 4.71322e-02 6.64330e-04 4.70371e-02 7.47873e-04 0.00000e+00 0.00000e+00
65 7.93689e-01 1.25227e-02 7.37211e-01 1.17112e-02 1.62997e-01 2.60406e-03 1.55366e-01 2.40429e-03 3.11865e-02 5.17804e-04 3.02503e-02 4.91910e-04 0.00000e+00 0.00000e+00
75 4.65555e-01 7.26528e-03 4.38090e-01 6.66253e-03 9.53127e-02 1.45958e-03 9.17171e-02 1.47432e-03 1.88572e-02 2.72798e-04 1.82913e-02 3.09720e-04 0.00000e+00 0.00000e+00
85 2.43480e-01 5.91642e-03 2.30973e-01 5.46765e-03 4.98492e-02 1.18267e-03 4.85943e-02 1.15406e-03 1.03035e-02 2.46453e-04 1.01012e-02 2.39373e-04 0.00000e+00 0.00000e+00
95 8.54962e-02 4.48922e-03 8.13580e-02 4.32039e-03 1.75960e-02 9.17757e-04 1.72279e-02 9.08275e-04 3.74011e-03 1.93072e-04 3.69881e-03 1.93131e-04 0.00000e+00 0.00000e+00
