# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 2.46481e+03 4.18920e-02 2.81989e-03
7.5 2.02232e+03 6.19080e-02 3.73736e-03
15 1.48844e+03 8.12962e-02 3.50942e-03
25 9.72168e+02 1.17307e-01 3.31996e-03
35 6.29854e+02 1.25299e-01 4.08224e-03
45 3.80325e+02 1.28758e-01 4.38213e-03
55 2.18485e+02 1.24976e-01 5.13105e-03
65 1.26458e+02 1.26549e-01 5.23358e-03
75 6.90071e+01 1.14514e-01 4.98346e-03
85 3.27898e+01 1.06990e-01 5.64623e-03
95 1.08114e+01 8.69720e-02 5.71144e-03
