# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 8.77708e+02 2.89409e-02 1.95329e-03
7.5 7.18143e+02 4.29359e-02 2.64937e-03
15 5.30183e+02 5.59006e-02 2.42136e-03
25 3.48767e+02 8.03671e-02 2.25254e-03
35 2.27930e+02 8.58434e-02 2.81640e-03
45 1.38496e+02 8.78077e-02 2.95671e-03
55 8.08241e+01 8.58448e-02 3.46281e-03
65 4.68553e+01 8.62182e-02 3.43715e-03
75 2.54571e+01 7.77887e-02 3.11983e-03
85 1.21298e+01 6.91407e-02 3.61714e-03
95 3.75757e+00 5.32639e-02 3.56505e-03
