# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 8.77708e+02 3.32536e-02 2.23940e-03
7.5 7.18143e+02 4.94585e-02 3.01856e-03
15 5.30183e+02 6.43444e-02 2.78077e-03
25 3.48767e+02 9.24831e-02 2.59206e-03
35 2.27930e+02 9.85666e-02 3.24270e-03
45 1.38496e+02 1.00906e-01 3.41825e-03
55 8.08241e+01 9.78839e-02 3.99662e-03
65 4.68553e+01 9.86722e-02 4.01776e-03
75 2.54571e+01 8.91239e-02 3.74984e-03
85 1.21298e+01 8.09214e-02 4.24899e-03
95 3.75757e+00 6.39050e-02 4.29201e-03
