# type  value  stat. err
v4_L  9.4161093074e-03  1.6156637010e-03
v4(Psi2)  9.9521841798e-03  1.1031453858e-03
rho_422  7.2639987199e-01  9.0244201363e-02
chi_422  1.0340387489e+00  8.4256969222e-02
v5_L  2.9003201907e-03  1.0219555768e-03
v5(Psi23)  5.0095238461e-03  4.0818161855e-04
rho_523  8.6542107608e-01  8.9686911015e-02
chi_523  1.9713496958e+00  1.0154252968e-01
v6_L  9.8852371661e-06  1.5114657623e-06
v6(Psi2)  8.9486446241e-04  2.6138810754e-04
v6(Psi3)  7.9722035881e-04  3.4008936839e-04
rho_6222  3.6753676727e-01  1.1683725031e-01
rho_633  3.2743259542e-01  1.4559411405e-01
chi_6222  7.5432232382e-01  2.0045345628e-01
chi_633  6.8352864253e-01  2.8011439650e-01
