# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.2823843059e-02  1.1154366310e+00  -7.9060187290e-03  9.9587448772e-01
SC_42  -1.3028313372e-02  1.1134196125e+00  -8.0230940131e-03  9.9917781449e-01
