# type  value  stat. err
v4_L  1.1315137907e-02  1.9031054553e-03
v4(Psi2)  1.1755271814e-02  1.3161313451e-03
rho_422  7.2046576103e-01  9.0276082539e-02
chi_422  9.2328989362e-01  7.6659238403e-02
v5_L  3.5969636705e-03  1.2402585023e-03
v5(Psi23)  6.1039674346e-03  5.0477589549e-04
rho_523  8.6153951964e-01  9.0234008245e-02
chi_523  1.7536594406e+00  9.0809123885e-02
v6_L  1.3219260959e-05  2.0332743564e-06
v6(Psi2)  1.0914608409e-03  3.1066842438e-04
v6(Psi3)  9.7769283378e-04  4.0170756178e-04
rho_6222  3.6633706510e-01  1.1180659036e-01
rho_633  3.2815205994e-01  1.3958894986e-01
chi_6222  6.0571453577e-01  1.5620601607e-01
chi_633  5.9872819745e-01  2.3575042765e-01
