# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.0580018349e-01  1.0689062668e-01  5.7868045722e-01  1.1594106978e-01
2  8.8019662033e-01  3.2427143065e-02  3.5623043265e-01  5.0753418289e-02
3  7.1047071421e-03  6.8205188564e-01  6.1510229181e-03  5.9049820013e-01
