#correlator  value  value_err
4(24)  5.72685e-01  8.41541e-02
6(23)  7.28967e-02  2.33248e-01
6(26)  1.05161e-01  1.45880e-01
6(36)  6.80327e-02  8.54200e-02
(235)  1.08117e-01  6.59718e-02
(246)  1.22430e-01  6.52861e-02
(234)  -2.79226e-02  1.12385e-01
