# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  4.8356893052e-03  5.1187876214e-03  4.9788203576e-03  5.4251931757e-03
SC_42  4.8367227599e-03  5.1197373166e-03  4.9798841680e-03  5.4262018898e-03
