# type  value  stat. err
v4_L  6.1001808278e-04  7.3732375830e-04
v4(Psi2)  1.1551260294e-03  2.3210752624e-04
rho_422  8.8426836312e-01  2.5805355909e-01
chi_422  1.5097735445e+00  2.8561606879e-01
v5_L  1.0973251825e-03  2.8491958925e-04
v5(Psi23)  3.3560524100e-04  3.2937696326e-04
rho_523  2.9246675370e-01  2.9429739383e-01
chi_523  7.6232135148e+00  7.2596334107e+00
v6_L  5.8221899121e-06  7.5275462418e-07
v6(Psi2)  1.6396818593e-04  1.6344975184e-04
v6(Psi3)  -1.0647452873e-05  3.0131304428e-04
rho_6222  inf  inf
rho_633  -inf  inf
chi_6222  7.3871424109e+00  7.3353165847e+00
chi_633  -1.2770471195e+00  3.6135884318e+01
