# type  value  stat. err
v4_L  4.5698868608e-03  9.1628991041e-04
v4(Psi2)  -2.6406692705e-03  8.2982998446e-04
rho_422  -5.0031881879e-01  1.6978430907e-01
chi_422  -2.1116054920e+00  6.1033183916e-01
v5_L  1.8601446469e-03  5.9386733053e-04
v5(Psi23)  7.7293732695e-06  4.4379545211e-04
rho_523  4.1552180121e-03  2.3858277997e-01
chi_523  7.3913139573e-02  4.2438351284e+00
v6_L  1.5647279896e-05  1.1646594196e-05
v6(Psi2)  -2.4900215561e-04  3.5044815353e-04
v6(Psi3)  4.8904027286e-04  1.1651155657e-03
rho_6222  -5.0194868891e-01  2.9259098809e+00
rho_633  9.8582730415e-01  6.0509004567e+00
chi_6222  -4.2621206631e+00  5.9595007203e+00
chi_633  3.1197097101e+01  7.3335911505e+01
