# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.7790038588e-01  1.1191652481e-01  4.9580538399e-01  1.3951666968e-01
2  1.8703501134e-01  1.5276272058e+00  5.0164575154e-01  3.9406114166e+00
3  9.8154020206e-01  7.5195771791e-02  nan  nan
