# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  8.2309710214e-01  7.6083391422e-02  4.3835349736e-01  1.0398864560e-01
2  8.3412988430e-02  1.1811519619e+00  2.7646611792e-01  3.7570877697e+00
3  9.6663076021e-01  2.9757926350e-01  nan  nan
