# type  value  stat. err
v4_L  3.5357476594e-03  7.1609711415e-04
v4(Psi2)  -1.9747855583e-03  7.1448178070e-04
rho_422  -4.8761936565e-01  1.8716689736e-01
chi_422  -1.9150948001e+00  6.5290920387e-01
v5_L  6.4872383402e-04  1.2847517882e-03
v5(Psi23)  -3.7045880727e-04  4.8897875046e-04
rho_523  -4.9589620407e-01  9.7518249080e-01
chi_523  -5.1950103281e+00  6.7588722106e+00
v6_L  9.1082940218e-06  3.9047790672e-05
v6(Psi2)  -1.7460262808e-04  2.8336251888e-04
v6(Psi3)  5.4681312230e-04  2.2848394876e-03
rho_6222  -inf  inf
rho_633  inf  inf
chi_6222  -4.0100118767e+00  6.4776192146e+00
chi_633  6.5336543819e+01  2.7084465088e+02
