# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  9.7055055040e-03  1.6010027028e-03  -8.8730441175e-09  5.8547254889e-09
2  4.6334321349e-03  5.1275552356e-01  -4.6090479409e-10  2.0402282552e-07
3  6.5500009392e-03  8.0504072889e-04  -1.8406255619e-09  9.0490279786e-10
