# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.7465251714e-02  4.2137286162e-02  -1.5482036815e-02  3.0046313363e-02
SC_42  -1.7471564513e-02  4.2159912035e-02  -1.5487600188e-02  3.0062268435e-02
