# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 2.17033e+01 1.05262e-02 7.90432e-04
7.5 1.72114e+01 1.11164e-02 8.79489e-04
15 1.47919e+01 1.13170e-02 5.49563e-04
25 1.27899e+01 1.22597e-02 7.20434e-04
35 1.13069e+01 1.18469e-02 8.31243e-04
45 1.00661e+01 1.03683e-02 5.65086e-04
55 8.59730e+00 1.20740e-02 8.89822e-04
65 6.89170e+00 1.11882e-02 7.41552e-04
75 4.93561e+00 1.00050e-02 6.65985e-04
85 2.97092e+00 9.26024e-03 7.30926e-04
95 1.37510e+00 8.29862e-03 7.28175e-04
