# cen dN/deta(ch)  v2{2} v2{2}_err
2.5 2.17033e+01 7.24177e-02 4.50091e-03
7.5 1.72114e+01 7.87962e-02 4.56809e-03
15 1.47919e+01 7.92973e-02 3.33481e-03
25 1.27899e+01 7.37708e-02 3.24500e-03
35 1.13069e+01 7.33464e-02 3.33391e-03
45 1.00661e+01 7.35677e-02 3.22104e-03
55 8.59730e+00 7.54700e-02 3.70168e-03
65 6.89170e+00 7.25666e-02 3.47579e-03
75 4.93561e+00 6.40958e-02 3.17642e-03
85 2.97092e+00 5.44943e-02 3.61241e-03
95 1.37510e+00 3.45935e-02 3.39014e-03
