# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 2.17033e+01 7.66473e-03 5.94243e-04
7.5 1.72114e+01 7.95963e-03 6.75524e-04
15 1.47919e+01 8.05274e-03 4.15723e-04
25 1.27899e+01 8.72453e-03 5.37283e-04
35 1.13069e+01 8.28795e-03 5.66078e-04
45 1.00661e+01 7.35795e-03 4.21768e-04
55 8.59730e+00 8.49474e-03 6.39360e-04
65 6.89170e+00 7.88385e-03 5.20214e-04
75 4.93561e+00 6.97620e-03 4.73936e-04
85 2.97092e+00 6.25756e-03 4.98298e-04
95 1.37510e+00 5.30960e-03 5.48005e-04
