# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 2.17033e+01 2.03723e-02 9.93959e-04
7.5 1.72114e+01 2.20289e-02 1.45705e-03
15 1.47919e+01 1.79427e-02 9.37299e-04
25 1.27899e+01 1.93717e-02 9.88376e-04
35 1.13069e+01 1.84748e-02 9.61909e-04
45 1.00661e+01 1.79956e-02 9.67038e-04
55 8.59730e+00 1.55582e-02 8.20414e-04
65 6.89170e+00 1.45462e-02 8.56297e-04
75 4.93561e+00 1.18046e-02 9.15672e-04
85 2.97092e+00 6.37792e-03 5.21551e-04
95 1.37510e+00 6.95251e-03 1.10117e-03
