# cen dN/deta(ch)  v4{2} v4{2}_err
2.5 2.17033e+01 7.19037e-03 5.53234e-04
7.5 1.72114e+01 7.44983e-03 6.40107e-04
15 1.47919e+01 7.49228e-03 3.86761e-04
25 1.27899e+01 8.14869e-03 5.06364e-04
35 1.13069e+01 7.69835e-03 5.32149e-04
45 1.00661e+01 6.82004e-03 3.90978e-04
55 8.59730e+00 7.91118e-03 6.02008e-04
65 6.89170e+00 7.30579e-03 4.83476e-04
75 4.93561e+00 6.45896e-03 4.41444e-04
85 2.97092e+00 5.77420e-03 4.57900e-04
95 1.37510e+00 4.90491e-03 5.11289e-04
