# cen dN/deta(ch)  v3{2} v3{2}_err
2.5 3.11029e+01 2.34285e-02 1.17122e-03
7.5 2.47348e+01 2.52722e-02 1.74462e-03
15 2.12919e+01 2.06626e-02 1.06302e-03
25 1.83703e+01 2.22759e-02 1.13174e-03
35 1.62236e+01 2.11781e-02 1.11896e-03
45 1.44408e+01 2.06090e-02 1.11719e-03
55 1.23054e+01 1.77651e-02 9.46411e-04
65 9.83950e+00 1.67002e-02 1.01228e-03
75 7.04777e+00 1.36410e-02 1.08958e-03
85 4.24117e+00 7.17800e-03 5.72282e-04
95 1.96042e+00 8.38169e-03 1.36492e-03
