# cen dN/deta(ch)  dN/deta(ch)_err  dN/dy dN/dy_err(pi^+, pi^-, K^+, K^-, p, pbar)
2.5 2.17033e+01 5.27876e-01 9.78538e+00 2.28481e-01 9.82301e+00 2.29126e-01 1.71287e+00 4.29889e-02 1.68775e+00 4.26672e-02 1.48673e+00 3.52885e-02 1.41092e+00 3.32277e-02
7.5 1.72114e+01 1.03687e-01 7.81146e+00 4.68253e-02 7.86751e+00 4.48705e-02 1.36048e+00 8.14641e-03 1.32562e+00 9.74351e-03 1.25157e+00 2.20962e-02 1.10656e+00 1.32553e-02
15 1.47919e+01 7.36320e-02 6.72916e+00 3.31063e-02 6.77958e+00 3.34929e-02 1.16852e+00 6.28210e-03 1.13422e+00 6.48712e-03 1.09638e+00 1.45289e-02 9.58668e-01 8.34082e-03
25 1.27899e+01 4.43287e-02 5.83374e+00 2.11434e-02 5.86469e+00 2.07948e-02 1.00549e+00 4.06362e-03 9.84619e-01 4.47292e-03 9.35066e-01 7.84611e-03 8.58819e-01 5.86580e-03
35 1.13069e+01 4.16277e-02 5.15831e+00 2.00537e-02 5.19377e+00 1.96490e-02 8.92152e-01 3.75245e-03 8.70018e-01 4.49807e-03 8.57214e-01 1.06816e-02 7.61189e-01 6.23289e-03
45 1.00661e+01 3.73077e-02 4.60463e+00 1.79427e-02 4.63319e+00 1.79616e-02 7.95349e-01 3.27612e-03 7.77215e-01 3.74569e-03 7.64575e-01 8.52264e-03 6.88180e-01 5.33971e-03
55 8.59730e+00 4.99596e-02 3.93604e+00 2.38562e-02 3.95573e+00 2.40119e-02 6.77287e-01 4.23794e-03 6.65823e-01 4.52636e-03 6.56764e-01 7.40724e-03 6.04946e-01 5.03225e-03
65 6.89170e+00 5.57658e-02 3.15961e+00 2.53943e-02 3.16945e+00 2.54869e-02 5.39482e-01 4.59170e-03 5.32108e-01 4.61196e-03 5.34226e-01 7.61849e-03 5.00345e-01 4.81782e-03
75 4.93561e+00 5.97504e-02 2.26889e+00 2.77142e-02 2.28191e+00 2.75267e-02 3.88042e-01 4.93857e-03 3.78959e-01 5.22048e-03 4.06054e-01 7.25796e-03 3.63920e-01 5.82096e-03
85 2.97092e+00 5.03291e-02 1.37392e+00 2.32691e-02 1.37656e+00 2.33793e-02 2.31337e-01 4.16946e-03 2.28259e-01 4.16876e-03 2.53449e-01 5.34904e-03 2.38340e-01 3.99265e-03
95 1.37510e+00 5.16554e-02 6.34156e-01 2.40187e-02 6.35047e-01 2.41153e-02 1.04011e-01 4.13560e-03 1.02140e-01 4.09845e-03 1.29984e-01 5.03697e-03 1.18034e-01 4.29069e-03
